ID,dataset,NPR1,NPR2
DB00381,drugbank,0.5707695188903581,0.8996162841928518
DB00383,drugbank,0.33871184196047793,0.7858971021382487
DB00384,drugbank,0.1893306290572767,0.8469546604579264
DB00385,drugbank,0.49364496089913396,0.6516571092420225
DB00387,drugbank,0.4176888097652496,0.7409695591790301
DB00389,drugbank,0.22282757244517656,0.8039263832130854
DB00391,drugbank,0.15923561667316993,0.9038018656369247
DB00392,drugbank,0.42346163193664166,0.7455667087553524
DB00388,drugbank,0.24224091748478896,0.9365040323399467
DB00390,drugbank,0.06592159410121802,0.9733843796523836
DB00393,drugbank,0.5356544116655366,0.8006445294898277
DB00395,drugbank,0.25689763663759735,0.8549801249754002
DB00397,drugbank,0.2811556439096683,0.9551388487954082
DB00396,drugbank,0.21027905603384336,0.9483954536362147
DB00399,drugbank,0.39080210665990106,0.8428911069508126
DB00401,drugbank,0.499814890581091,0.8552784553481573
DB00400,drugbank,0.3697660331809547,0.8752750812584251
DB00398,drugbank,0.06860754276037447,0.9618808448083319
DB00404,drugbank,0.511350849696044,0.6550994897298753
DB00394,drugbank,0.33634181400078084,0.8968653671496994
DB00402,drugbank,0.4801423363605662,0.6011204496919623
DB00405,drugbank,0.33376175145374637,0.7842965401903716
DB00406,drugbank,0.5143950754579647,0.5423891764154806
DB00409,drugbank,0.2654748050014522,0.7800282275424645
DB00411,drugbank,0.14840153593439268,0.9570843208638365
DB00412,drugbank,0.11388147064806274,0.9745174336564324
DB00408,drugbank,0.4911989689425379,0.6204358580218856
DB00413,drugbank,0.21865978137986491,0.8699469296916619
DB00410,drugbank,0.1714194572994642,0.917737396176599
DB00415,drugbank,0.18002498376105136,0.9292231445894799
DB00414,drugbank,0.1138774717447283,0.9687720808981533
DB00418,drugbank,0.4738459931945753,0.8581343158549846
DB00416,drugbank,0.3701594834459505,0.7683249156858492
DB00419,drugbank,0.36301489982694923,0.7565050040876894
DB00417,drugbank,0.16099261455720806,0.9381229892995364
DB00421,drugbank,0.311765862786268,0.7969389421834663
DB00420,drugbank,0.35283285793824776,0.7371236728277752
DB00422,drugbank,0.4823367449842817,0.7182083383370221
DB00423,drugbank,0.18439982820992185,0.8947358318385076
DB00425,drugbank,0.34275137338103334,0.7587135456051514
DB00427,drugbank,0.43477014949471365,0.6736294626479747
DB00428,drugbank,0.38560954460113256,0.8514584804001487
DB00424,drugbank,0.24709663333355117,0.9209739334951669
DB00426,drugbank,0.2877580598419512,0.7527065573701195
DB00431,drugbank,0.7421938588524958,0.770395777924306
DB00430,drugbank,0.21933956643046754,0.9160220323023218
DB00432,drugbank,0.20388702146819382,0.9439737116825997
DB00433,drugbank,0.33092321093853616,0.7514316184571899
DB00434,drugbank,0.5045067654000486,0.6973002306470796
DB00429,drugbank,0.3519003610119272,0.8762940584455504
DB00436,drugbank,0.2146142239262531,0.9079066228273182
DB00437,drugbank,0.380591150194171,0.6194088498350756
DB00439,drugbank,0.35487183324856136,0.7579747830874299
DB00440,drugbank,0.2950633395599596,0.8263771052151936
DB00438,drugbank,0.2461112660650709,0.8624343380263394
DB00442,drugbank,0.3415256170282857,0.7892805823569539
DB00441,drugbank,0.29731921871272166,0.8425394227509656
DB00443,drugbank,0.21335069764967604,0.9181696928956187
DB00352,drugbank,0.4673611418874377,0.5326388581199567
DB00445,drugbank,0.3751541907554971,0.7080816436177525
DB00444,drugbank,0.28513417339793656,0.9169708093734859
DB00447,drugbank,0.13818688131621848,0.9280744817160612
DB00448,drugbank,0.11670632226071777,0.9245304743566087
DB00450,drugbank,0.07380138742037995,0.969919840619937
DB00451,drugbank,0.37058282096911127,0.943748757727184
DB00446,drugbank,0.3668181345766212,0.7767481189454303
DB00454,drugbank,0.44155997287011584,0.7704692079141942
DB00453,drugbank,0.3504532359870454,0.9208091956257151
DB00452,drugbank,0.2241808241380438,0.9542433088649165
DB00455,drugbank,0.36295409074808077,0.7686884077478058
DB00458,drugbank,0.48483304034789265,0.716979851879673
DB00457,drugbank,0.12212413424826826,0.9143025384483926
DB00456,drugbank,0.16550916638781493,0.9421292440516814
DB00459,drugbank,0.07772365366349114,0.9357820820345707
DB00462,drugbank,0.3916883618279874,0.7779707246068377
DB00464,drugbank,0.3729818606342532,0.8696942036316491
DB00463,drugbank,0.58782355440086,0.8215150260355348
DB00465,drugbank,0.25598041069488,0.8570239591059206
DB00461,drugbank,0.09734615467304203,0.958624053920776
DB00467,drugbank,0.19540335899198716,0.8387846129062295
DB00466,drugbank,0.5382692885333975,0.844129045908642
DB00469,drugbank,0.2131514995826509,0.8769448825460057
DB00468,drugbank,,
DB00470,drugbank,0.27080797466487094,0.8812555734381109
DB00473,drugbank,0.16863372893949663,0.9239662632002399
DB00472,drugbank,0.23147502448280866,0.8841100952817004
DB00471,drugbank,0.2363441061056712,0.8781479513865886
DB00475,drugbank,0.49939007823944936,0.6144040213411242
DB00474,drugbank,0.4018710237851114,0.8981776100602287
DB00477,drugbank,0.4849278490034406,0.6230852993949665
DB00478,drugbank,0.45303076402382186,0.9434710893569106
DB00476,drugbank,0.3909139748147534,0.7568159432956545
